,Date,Heure,Total,Crêpes,Quatres-Quarts,Cookies,Café,Thé,Coca Cola,Jus d'orange,Ice Tea
0,31/10/2021,17:09,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
